Termd,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,Absences,DaysLateLast30,YearsAtCompany,OverTime,WorkLifeBalance,Department,PerformanceScore,RecruitmentSource,MaritalStatus,AgeBracket,SalaryBand,satisfaction_trend,Sex,RaceDesc,employee_id,departure_cause,exit_feedback,source_dataset,Position
1,4.44,2,1,6,3,1.0,1,3,5,0,8,3,0,5,0,1,5,040e1d552fc6,work_life_balance,The overtime expectations became unsustainable. I was regularly working evenings and weekends with no flexibility offered in return.,ibm,Research Scientist
0,2.43,4,1,10,0,10.0,1,3,6,1,8,1,2,3,2,0,5,73bdb546b37c,,,ibm,Sales Executive
0,3.16,4,1,6,0,10.0,0,3,5,1,8,0,1,3,2,1,5,d13499696a09,,,ibm,Laboratory Technician
0,3.83,5,2,16,0,5.0,1,3,6,1,8,1,1,0,2,1,5,9d6f1d922188,,,ibm,Sales Executive
0,4.42,1,3,7,1,3.0,0,3,5,1,8,3,1,5,0,1,5,dbe57ad6e895,,,ibm,Laboratory Technician
0,4.35,1,5,1,0,5.0,1,3,5,0,8,1,2,3,0,1,5,d8dd8b3d31c2,,,ibm,Research Scientist
0,3.79,2,0,14,0,3.0,1,3,5,1,8,1,1,3,0,0,5,ea019d45dbae,,,ibm,Manufacturing Director
0,2.54,5,0,3,3,9.0,0,2,5,1,8,1,2,4,2,0,5,7071c22eca96,,,ibm,Manufacturing Director
0,2.4,5,1,10,3,10.0,0,2,2,0,8,3,2,2,2,1,5,abfded27a959,,,ibm,Human Resources
0,2.55,1,2,4,2,19.0,0,3,5,1,8,0,2,1,0,1,5,e32fc68a6bec,,,ibm,Manager
0,2.55,4,1,6,2,1.0,1,2,5,1,8,1,1,2,2,0,5,5a75a4b3c7cd,,,ibm,Research Scientist
0,3.04,4,0,7,3,8.0,0,2,6,1,8,3,1,4,2,0,5,6483d50ad5f2,,,ibm,Sales Executive
0,4.45,5,3,10,2,22.0,0,3,5,1,8,0,3,1,1,0,5,a4db622c96a3,,,ibm,Manager
0,3.74,1,2,12,3,2.0,0,3,5,1,8,1,2,3,0,1,5,cc18b7ee2d31,,,ibm,Healthcare Representative
1,3.08,1,1,6,2,5.0,1,3,5,0,8,1,1,5,0,1,5,2880ea3a0f1a,layoff,The department reduction affected my role. I appreciate the severance package and would consider returning if a suitable position opens up.,ibm,Research Scientist
1,2.41,5,1,11,0,4.0,0,3,5,1,8,3,4,2,0,1,5,315d36990a80,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",ibm,Laboratory Technician
0,3.21,2,2,10,3,4.0,0,1,6,1,8,1,2,3,0,1,5,82f79969fbb9,,,ibm,Sales Executive
0,3.74,2,5,8,1,5.0,0,3,6,0,8,1,2,3,0,0,5,ea68d4548987,,,ibm,Sales Executive
0,3.68,1,9,7,1,13.0,0,4,5,1,8,1,2,1,0,1,5,cb30e2d6815f,,,ibm,Research Director
0,3.81,5,2,8,3,5.0,1,3,6,1,8,0,1,4,2,0,5,bf0c6a5947a7,,,ibm,Sales Executive
0,3.69,5,3,6,0,4.0,1,2,6,1,8,1,1,4,2,0,5,632789e507cc,,,ibm,Sales Executive
0,3.16,4,8,10,1,2.0,0,2,5,1,8,0,1,2,2,0,5,793a83fc3f01,,,ibm,Laboratory Technician
0,4.31,5,0,11,0,7.0,0,3,5,1,8,1,1,2,1,1,5,59388f0852b5,,,ibm,Laboratory Technician
0,3.04,4,4,6,1,4.0,0,3,5,1,8,3,2,3,2,1,5,db696158f6ec,,,ibm,Healthcare Representative
0,3.13,4,1,9,0,10.0,0,2,6,1,8,3,1,3,2,1,5,bc121e1e6073,,,ibm,Sales Executive
0,3.17,5,1,6,0,7.0,1,3,6,1,8,1,1,4,2,1,5,89bc7d0800e4,,,ibm,Sales Executive
1,4.33,1,1,8,3,1.0,0,3,6,1,8,3,1,5,0,1,5,2687c0ceedd3,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,ibm,Sales Representative
0,1.24,4,6,9,1,3.0,0,3,6,1,8,1,2,3,0,0,5,9f9ef0c013d4,,,ibm,Sales Executive
0,3.17,2,1,8,0,5.0,0,2,5,1,8,1,1,5,0,1,5,38c3586d6666,,,ibm,Research Scientist
0,3.17,5,1,10,0,15.0,1,3,5,1,8,1,1,3,2,1,5,230e7769ed54,,,ibm,Research Scientist
1,4.3,4,3,5,1,2.0,1,3,6,1,8,3,1,0,0,0,5,e56f2462609f,career_growth,The lack of internal mobility is frustrating. I asked about lateral moves twice and was told to wait. I found a company that invests in career development.,ibm,Sales Executive
0,3.72,2,8,9,3,8.0,0,4,5,1,8,1,3,3,0,1,5,d99bd3a2b7ed,,,ibm,Research Scientist
0,3.73,1,4,3,0,0.0,0,3,6,1,8,1,4,3,0,0,5,1b5dc9ece14e,,,ibm,Sales Executive
0,2.52,1,1,8,2,10.0,0,3,5,0,8,1,2,3,0,1,5,3de673a362c6,,,ibm,Manufacturing Director
0,3.68,2,1,10,3,20.0,1,3,5,1,8,0,2,5,0,0,5,a35511857a8c,,,ibm,Research Scientist
0,4.33,5,4,2,1,1.0,1,2,6,1,8,1,4,1,1,0,5,2365cb7e5a47,,,ibm,Manager
1,3.05,4,3,5,0,4.0,1,3,5,1,8,3,1,5,0,0,5,677be1ab813d,work_life_balance,"After 4 years of intense hours, I'm burned out. The company culture prioritizes presence over productivity.",ibm,Research Scientist
0,3.08,5,2,3,2,5.0,0,4,5,1,8,0,2,3,2,1,5,c160234475cb,,,ibm,Research Scientist
0,3.13,5,3,7,3,5.0,0,3,5,1,8,1,3,1,2,1,5,e38be1773fea,,,ibm,Research Director
0,3.21,5,3,7,1,0.0,1,3,6,1,8,0,2,3,2,1,5,721884938c30,,,ibm,Sales Executive
1,1.96,2,1,5,0,1.0,0,3,2,1,8,1,1,2,0,0,5,9064139093fb,compensation,"After 1 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",ibm,Human Resources
0,3.16,1,0,7,1,5.0,0,1,6,1,8,1,1,3,0,1,5,428c1ad276ce,,,ibm,Sales Executive
0,3.82,4,1,9,0,5.0,0,2,5,1,8,3,1,5,2,1,5,6740dcba29ae,,,ibm,Research Scientist
0,3.83,1,1,3,0,4.0,1,4,5,1,8,0,1,2,0,1,5,6c1b573a3f40,,,ibm,Research Scientist
0,3.06,2,1,7,3,5.0,0,3,5,0,8,1,2,2,0,1,5,e5e633dd8d03,,,ibm,Laboratory Technician
0,2.56,5,1,11,1,14.0,0,2,6,0,8,3,1,0,2,1,5,fda0b5301855,,,ibm,Sales Executive
0,4.48,4,1,9,1,8.0,0,2,6,1,8,0,1,0,1,1,5,6eee508734e0,,,ibm,Sales Executive
0,3.76,1,0,7,0,7.0,0,2,5,1,8,3,1,2,0,1,5,92ad07eacc47,,,ibm,Laboratory Technician
0,2.5,1,0,3,0,5.0,0,2,5,1,8,1,1,3,0,1,5,db5d17f59e27,,,ibm,Healthcare Representative
0,3.82,5,5,9,2,5.0,0,3,5,1,8,0,1,4,2,0,5,21ddecd4e70c,,,ibm,Healthcare Representative
0,3.02,1,1,7,0,10.0,0,3,5,0,8,1,1,3,0,1,5,d7e91d2834f6,,,ibm,Research Scientist
1,3.1,5,5,4,1,4.0,0,2,5,1,8,0,1,5,0,1,5,1652887fb8af,career_growth,I've been in the same role for 4 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,ibm,Laboratory Technician
0,1.91,1,4,9,2,1.0,0,2,6,1,8,3,2,2,0,1,5,9efb41dbf203,,,ibm,Sales Representative
0,3.69,5,1,3,2,10.0,1,3,6,1,8,1,1,3,2,0,5,66022068de81,,,ibm,Sales Executive
0,4.36,5,1,12,0,7.0,0,3,6,1,8,3,1,2,1,1,5,f3807a6c6332,,,ibm,Sales Executive
0,3.78,5,8,6,2,1.0,0,3,5,0,8,3,1,0,2,1,5,5cefc19f23e2,,,ibm,Manufacturing Director
1,2.49,5,1,4,1,10.0,1,3,6,1,8,1,1,3,2,1,5,2878189821e7,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,ibm,Sales Executive
1,2.42,1,6,7,3,2.0,1,2,6,1,8,3,3,0,0,1,5,0a5fc43834f8,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",ibm,Sales Executive
0,2.57,4,3,4,3,4.0,0,2,5,1,8,1,3,2,2,0,5,a88a933a226d,,,ibm,Research Scientist
0,4.35,4,1,6,2,9.0,0,3,5,0,8,0,1,4,1,1,5,e4b358bdc18f,,,ibm,Healthcare Representative
0,2.44,4,1,9,1,10.0,0,3,5,1,8,1,2,4,2,1,5,938676f9572d,,,ibm,Healthcare Representative
0,4.42,2,0,10,1,6.0,1,3,2,1,8,1,2,2,0,1,5,7ebf03392c91,,,ibm,Human Resources
0,4.46,2,4,10,0,10.0,1,3,2,1,8,1,3,1,0,1,5,23b6ef10f1c6,,,ibm,Manager
0,3.16,5,1,6,0,1.0,1,3,5,1,8,0,1,5,2,0,5,533c2889c6d9,,,ibm,Laboratory Technician
0,3.18,1,0,6,0,20.0,0,3,6,1,8,3,2,1,0,1,5,93dbe2d9246a,,,ibm,Sales Executive
0,3.76,4,1,4,0,20.0,0,3,5,1,8,3,2,3,2,1,5,be1c1c724f1d,,,ibm,Research Scientist
0,3.78,4,4,9,0,11.0,0,4,5,0,8,1,1,0,2,0,5,b74a5f52e981,,,ibm,Research Director
0,3.7,1,6,9,1,5.0,1,3,5,1,8,3,3,3,0,0,5,4987e5734681,,,ibm,Manufacturing Director
0,2.55,4,1,12,3,4.0,0,2,5,1,8,3,0,3,2,1,5,8bf599ccddf6,,,ibm,Healthcare Representative
0,4.33,5,1,6,0,5.0,0,4,5,1,8,3,0,2,1,1,5,b0dfc3aa9f94,,,ibm,Laboratory Technician
0,4.36,4,1,5,2,10.0,0,4,5,1,8,1,2,4,1,0,5,30624772d852,,,ibm,Laboratory Technician
0,3.06,2,3,8,2,11.0,0,3,6,1,8,1,2,3,0,0,5,430e75f967c1,,,ibm,Sales Executive
0,3.71,2,4,10,0,2.0,0,3,2,1,8,1,0,5,0,0,5,664ef314c55a,,,ibm,Human Resources
0,4.42,2,1,7,1,12.0,0,2,5,1,8,1,1,2,0,1,5,f4e290e88596,,,ibm,Laboratory Technician
0,4.29,4,6,7,3,2.0,1,2,5,1,8,0,0,2,1,1,5,f9674bb73e90,,,ibm,Laboratory Technician
0,2.53,4,2,5,0,17.0,0,3,5,0,8,3,3,0,2,1,5,fa79d51c0a6a,,,ibm,Healthcare Representative
0,2.41,4,1,5,3,1.0,0,2,5,1,8,0,1,5,2,1,5,c10b74f6a399,,,ibm,Laboratory Technician
0,4.38,2,0,2,0,15.0,0,3,6,1,8,1,2,3,0,1,5,99f893f0dc68,,,ibm,Sales Executive
0,2.44,4,0,5,3,2.0,0,3,6,1,8,1,1,2,2,1,5,cbba67002a2a,,,ibm,Sales Representative
0,1.87,4,2,14,2,8.0,0,3,5,1,8,1,2,3,0,1,5,5b3530350126,,,ibm,Manufacturing Director
0,4.44,1,6,3,0,4.0,1,2,5,1,8,0,2,3,0,1,5,12c0838c0c29,,,ibm,Research Scientist
0,4.36,5,3,9,0,5.0,0,3,5,0,8,1,2,2,1,1,5,e9c0495520c9,,,ibm,Research Scientist
0,3.8,2,0,10,0,13.0,0,1,5,1,8,1,3,0,0,0,5,9d937280b8cd,,,ibm,Research Director
0,4.3,4,7,4,3,2.0,1,3,5,1,8,1,1,2,1,1,5,e1f5e6e48ec3,,,ibm,Laboratory Technician
0,4.34,4,0,5,2,3.0,0,4,5,1,8,3,0,2,1,1,5,c0fb5222fdef,,,ibm,Research Scientist
0,3.16,4,1,5,3,10.0,0,3,5,1,8,3,1,3,2,1,5,578778df762b,,,ibm,Research Scientist
0,3.12,5,0,9,1,9.0,1,3,5,1,8,1,1,3,2,0,5,b04d7e397225,,,ibm,Healthcare Representative
0,3.13,2,1,5,2,6.0,0,3,5,1,8,3,1,2,0,0,5,d0da24d1490b,,,ibm,Laboratory Technician
0,2.43,5,8,8,2,1.0,0,2,5,1,8,1,2,5,2,1,5,bcdf853b18c9,,,ibm,Laboratory Technician
0,2.54,2,0,6,3,2.0,0,3,6,1,8,1,1,5,0,1,5,4f6aec863f61,,,ibm,Sales Representative
0,2.56,5,7,7,3,7.0,0,3,5,1,8,3,2,2,2,1,5,74190816327b,,,ibm,Research Scientist
0,1.85,4,3,5,0,18.0,0,3,5,1,8,1,2,1,0,0,5,aa720657e79f,,,ibm,Research Director
0,3.74,5,1,9,2,14.0,0,3,6,1,8,1,1,0,2,0,5,3647de6983b6,,,ibm,Sales Executive
0,4.41,5,1,3,0,16.0,1,3,5,0,8,1,2,1,1,0,5,171a14d8a3cb,,,ibm,Research Director
0,2.46,4,0,3,1,5.0,1,2,6,0,8,0,0,3,2,0,5,f89b5559a716,,,ibm,Sales Executive
0,2.5,5,2,10,0,9.0,0,2,6,1,8,0,3,2,2,1,5,65eea471b2d0,,,ibm,Sales Representative
0,3.1,5,6,5,0,4.0,1,3,5,1,8,3,2,5,2,1,5,805b0bd2f4dd,,,ibm,Research Scientist
0,3.66,1,1,1,3,2.0,1,3,6,1,8,3,0,5,0,1,5,ddb838d39ab8,,,ibm,Sales Representative
0,4.31,5,2,2,0,6.0,0,2,5,1,8,3,2,1,1,1,5,102420036871,,,ibm,Manager
1,4.29,1,1,7,0,1.0,0,2,6,1,8,1,0,5,0,1,5,37e1ccfe6a33,relocation,My spouse accepted a position in another city. I explored transfer options but none were available in my department.,ibm,Sales Representative
0,1.79,5,0,10,1,9.0,0,3,6,1,8,1,2,4,0,0,5,d4e81fb96da3,,,ibm,Sales Executive
0,4.45,2,7,7,3,4.0,0,3,5,1,8,0,2,3,0,0,5,754cdffe0c01,,,ibm,Manufacturing Director
0,3.79,4,1,7,0,13.0,0,2,5,0,8,0,4,4,2,1,5,2b4be9853dfd,,,ibm,Healthcare Representative
1,2.52,5,9,4,3,2.0,1,4,5,1,8,1,1,3,0,1,5,7c086f0cb4bb,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,ibm,Research Scientist
0,2.41,4,5,6,0,22.0,0,2,5,1,8,1,2,1,2,1,5,65cd038e047b,,,ibm,Manager
1,4.34,4,8,9,3,10.0,0,1,5,1,8,1,4,5,0,1,5,c3f558d01e27,work_life_balance,I need better work-life balance. The constant pressure and lack of remote work options made it difficult to manage personal responsibilities.,ibm,Laboratory Technician
0,1.85,2,0,8,1,20.0,0,3,5,0,8,1,2,1,0,0,5,9a7523d4df60,,,ibm,Manufacturing Director
0,3.82,4,1,4,0,8.0,0,3,6,0,8,1,1,4,2,0,5,78e39dbab168,,,ibm,Sales Executive
0,3.17,5,1,11,0,15.0,0,2,6,0,8,0,2,3,2,1,5,45eedd8cc58f,,,ibm,Sales Executive
0,3.11,2,2,9,0,5.0,0,3,6,1,8,0,2,0,0,1,5,62a2d6868d41,,,ibm,Sales Executive
0,4.32,1,1,3,1,4.0,0,3,5,1,8,3,1,5,0,1,5,37846ce9fa1e,,,ibm,Research Scientist
0,3.82,5,1,12,1,9.0,1,3,2,1,8,3,1,0,2,0,5,9929b9aec86b,,,ibm,Human Resources
0,2.51,5,1,0,0,10.0,0,3,6,1,8,1,2,3,2,0,5,6542d0acaa91,,,ibm,Sales Executive
1,3.15,4,7,6,0,6.0,0,3,6,1,8,0,3,4,2,1,5,6a5b800a08c2,layoff,My position was eliminated as part of the restructuring. I understand the business reasons but it was still difficult after 6 years.,ibm,Sales Executive
0,2.57,5,4,4,3,6.0,0,2,6,1,8,1,2,4,2,0,5,9b38502ab10d,,,ibm,Sales Executive
0,4.44,4,8,4,0,5.0,0,3,6,1,8,3,2,3,1,0,5,63e3133415e5,,,ibm,Sales Executive
0,3.07,4,2,8,3,2.0,0,3,5,1,8,3,2,2,2,1,5,24436ac40052,,,ibm,Research Scientist
0,3.82,4,1,12,3,10.0,1,4,5,1,8,1,1,3,2,1,5,1ec3766e44cd,,,ibm,Healthcare Representative
0,3.82,4,2,4,3,5.0,0,3,5,1,8,1,2,5,2,0,5,fb26fb867fc0,,,ibm,Research Scientist
0,2.49,5,1,5,0,4.0,0,3,5,1,8,1,1,2,2,0,5,b04e3a86623f,,,ibm,Research Scientist
0,3.68,2,4,6,0,4.0,1,3,5,1,8,1,1,2,0,1,5,01cbc4a664b5,,,ibm,Laboratory Technician
0,3.72,1,1,8,1,5.0,0,1,5,1,8,3,1,2,0,0,5,e7248c103978,,,ibm,Research Scientist
1,3.69,1,4,11,0,3.0,1,3,6,1,8,0,3,0,0,1,5,a29dfa8c09ec,compensation,"After 3 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",ibm,Sales Executive
0,2.58,5,0,6,0,20.0,0,2,6,1,8,1,2,0,2,0,5,baf7e401c119,,,ibm,Sales Executive
0,3.11,1,0,5,0,9.0,0,3,5,1,8,3,1,0,0,1,5,132d15ce93aa,,,ibm,Manufacturing Director
0,3.84,4,0,6,0,4.0,0,3,6,1,8,3,1,2,2,0,5,e7b762da27ad,,,ibm,Sales Representative
0,4.31,5,4,5,1,5.0,0,3,5,1,8,1,2,2,1,1,5,eb6b1b12b51c,,,ibm,Laboratory Technician
0,3.8,1,4,5,1,7.0,0,3,5,1,8,1,2,0,0,1,5,c0ad9b3f6a04,,,ibm,Healthcare Representative
0,3.8,2,1,5,2,6.0,1,3,5,0,8,1,1,4,0,1,5,a60aa3c4f832,,,ibm,Manufacturing Director
0,3.84,2,2,8,0,9.0,0,2,6,1,8,1,3,3,0,1,5,d080c9123d1c,,,ibm,Sales Executive
0,3.79,4,2,9,0,4.0,0,4,5,1,8,1,1,3,2,1,5,1f9325b5d2cd,,,ibm,Laboratory Technician
1,3.68,4,1,8,1,0.0,0,3,5,1,8,3,0,5,2,1,5,659428984578,work_life_balance,The overtime expectations became unsustainable. I was regularly working evenings and weekends with no flexibility offered in return.,kaggle,Laboratory Technician
0,3.85,4,1,7,0,0.0,0,3,6,1,8,3,0,5,2,0,5,36f5d223464b,,,kaggle,Sales Representative
1,3.13,2,1,4,2,0.0,1,3,6,1,8,3,0,5,0,1,5,908649701eea,work_life_balance,I need better work-life balance. The constant pressure and lack of remote work options made it difficult to manage personal responsibilities.,kaggle,Sales Representative
0,3.18,5,1,7,1,0.0,0,3,5,1,8,3,0,5,2,1,5,a5c707344627,,,kaggle,Research Scientist
1,3.75,4,1,8,0,0.0,0,3,5,1,8,3,0,5,0,1,5,4b0b5f296d61,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,kaggle,Laboratory Technician
0,4.48,5,1,8,0,0.0,0,4,5,1,8,3,0,5,1,0,5,70ab4f0b0def,,,kaggle,Laboratory Technician
1,3.08,5,1,7,2,0.0,1,4,6,1,8,3,0,5,2,0,5,57a398cad957,work_life_balance,I need better work-life balance. The constant pressure and lack of remote work options made it difficult to manage personal responsibilities.,kaggle,Sales Representative
0,3.13,4,1,1,1,0.0,0,1,5,1,8,3,0,5,2,0,5,734c8a5e3457,,,kaggle,Research Scientist
1,4.42,4,1,6,0,0.0,1,2,6,1,8,3,0,5,1,1,5,9cbb2fbf2c9e,work_life_balance,I need better work-life balance. The constant pressure and lack of remote work options made it difficult to manage personal responsibilities.,kaggle,Sales Representative
0,3.11,2,1,11,1,1.0,0,3,5,1,8,3,0,5,0,0,5,b152a0faf189,,,kaggle,Laboratory Technician
1,2.48,1,0,7,0,0.0,0,4,6,0,8,3,0,5,0,0,5,60f7211e2ced,management,I raised concerns about workload distribution multiple times but nothing changed. The management style in our department needs improvement.,kaggle,Sales Representative
1,2.49,5,1,6,1,1.0,0,2,5,0,8,3,0,5,0,1,5,f86123601818,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",kaggle,Laboratory Technician
1,1.97,5,1,9,0,1.0,0,4,2,1,8,3,0,2,0,1,5,bf19aad04c5f,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,kaggle,Human Resources
1,3.75,2,1,6,0,1.0,1,4,6,1,8,3,0,5,0,1,5,c70141b7857e,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,kaggle,Sales Representative
0,3.84,1,1,8,0,1.0,0,3,5,0,8,3,0,2,0,1,5,039edc4af0cf,,,kaggle,Research Scientist
1,1.89,2,1,6,2,1.0,1,4,5,0,8,3,0,5,0,0,5,9b84bcde10e2,compensation,The compensation structure here doesn't reward experience. I've consistently exceeded targets but my pay reviews have been minimal.,kaggle,Research Scientist
0,3.8,5,1,9,1,1.0,1,3,5,1,8,3,0,2,2,0,5,d26b667ef222,,,kaggle,Research Scientist
1,3.73,5,1,8,0,1.0,1,3,5,1,8,3,0,2,0,0,5,d90027adc4a3,compensation,I enjoyed the team but the total compensation package wasn't competitive. Benefits and base salary both fell below industry standard.,kaggle,Laboratory Technician
0,3.74,2,1,6,0,1.0,0,4,5,1,8,3,0,2,0,0,5,6deb263a3b6a,,,kaggle,Research Scientist
1,4.37,4,1,4,2,1.0,1,3,5,1,8,3,0,5,0,1,5,a8209c457605,career_growth,I've been in the same role for 1 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,kaggle,Research Scientist
1,3.17,4,1,5,2,2.0,0,2,6,1,8,3,0,5,2,0,5,245105f1bed6,compensation,"After 2 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",kaggle,Sales Representative
1,2.48,1,1,4,0,1.0,0,3,5,1,8,3,0,2,0,1,5,eee4e64acf49,career_growth,I've been in the same role for 1 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,kaggle,Laboratory Technician
1,3.66,1,1,7,2,1.0,1,3,5,1,8,3,0,2,0,0,5,fed9fd4402c0,career_growth,I've been in the same role for 1 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,kaggle,Research Scientist
1,4.31,5,1,4,2,2.0,1,3,6,1,8,3,0,5,1,0,5,bbfee6354b4b,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",kaggle,Sales Representative
0,1.92,4,1,13,1,2.0,0,2,5,1,8,3,0,2,0,1,5,136b7893521d,,,kaggle,Laboratory Technician
0,4.32,5,1,13,0,2.0,0,3,6,1,8,3,0,2,1,1,5,e52d665da2dd,,,kaggle,Sales Representative
0,3.76,4,1,10,3,2.0,0,3,6,1,8,3,0,2,2,0,5,f88b31af748d,,,kaggle,Sales Representative
0,4.29,1,1,3,0,2.0,0,3,6,1,8,3,0,2,0,1,5,f3c29b759beb,,,kaggle,Sales Representative
0,3.76,5,1,9,0,0.0,0,3,5,1,8,3,0,5,2,1,5,92b1c270094e,,,kaggle,Research Scientist
0,3.84,4,1,5,0,3.0,0,4,5,1,8,3,0,2,2,1,5,2caf68df3756,,,kaggle,Research Scientist
1,1.97,2,1,5,0,3.0,1,3,6,1,8,3,0,5,0,0,5,68c63457ab1f,work_life_balance,The overtime expectations became unsustainable. I was regularly working evenings and weekends with no flexibility offered in return.,kaggle,Sales Representative
0,2.44,5,1,9,0,3.0,0,2,6,0,8,3,0,2,2,1,5,3b46f80cbb7f,,,kaggle,Sales Representative
1,4.37,2,1,7,0,1.0,0,3,6,1,8,3,0,2,0,0,5,8470adb3e521,management,My relationship with my manager deteriorated over the past year. Feedback was inconsistent and I felt my contributions weren't recognized.,kaggle,Sales Representative
0,3.85,4,1,4,0,3.0,0,3,6,1,8,3,0,2,2,1,5,b9f4a917dc74,,,kaggle,Sales Representative
1,4.36,5,1,10,0,1.0,0,2,5,1,8,3,0,2,0,0,5,4f9bac661937,compensation,"After 1 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",kaggle,Research Scientist
1,3.08,1,1,6,0,1.0,0,2,5,1,8,3,0,5,0,0,5,a7778158bf6d,compensation,"After 1 years, my salary hasn't kept pace with market rates. I received an offer that was significantly higher and felt I had no choice but to accept it.",kaggle,Laboratory Technician
0,3.7,2,1,9,2,2.0,1,4,5,1,8,3,0,5,0,0,5,ea4e17cefa8e,,,kaggle,Research Scientist
1,1.81,4,1,9,3,2.0,0,1,5,0,8,3,0,2,0,0,5,187d8be519c3,work_life_balance,I need better work-life balance. The constant pressure and lack of remote work options made it difficult to manage personal responsibilities.,kaggle,Laboratory Technician
0,3.84,5,1,8,0,2.0,0,3,5,1,8,3,0,2,2,1,5,cc214cd84309,,,kaggle,Research Scientist
1,3.1,2,1,6,0,1.0,0,3,6,1,8,3,0,2,0,1,5,bca137731ed6,career_growth,I've been in the same role for 1 years with no clear path forward. I want to grow into a leadership position but those opportunities don't exist here.,kaggle,Sales Representative
0,3.75,1,1,6,0,2.0,1,3,6,1,8,3,0,5,0,1,5,3985561430cc,,,kaggle,Sales Representative
0,4.99,5,1,5,0,1.0,1,2,5,1,8,0,0,2,1,1,5,df8827ff0bea,,,kaggle,Laboratory Technician
0,3.05,5,1,9,0,0.0,0,3,5,1,8,3,0,2,2,0,5,673fc22fdf57,,,kaggle,Laboratory Technician
0,3.76,5,0,5,0,2.0,0,3,5,1,8,1,0,2,2,1,5,135900970505,,,kaggle,Laboratory Technician
0,3.75,5,1,2,1,2.0,0,3,5,0,8,1,0,5,2,1,5,f866667e1b8e,,,kaggle,Research Scientist
0,4.94,2,1,7,2,4.0,1,2,5,1,8,0,0,5,0,1,5,16839dcf088d,,,kaggle,Research Scientist
0,2.51,2,1,5,1,2.0,0,3,5,1,8,1,0,5,0,0,5,ae6f4a80e485,,,kaggle,Research Scientist
1,3.04,4,5,7,0,2.0,0,3,5,1,8,3,0,2,0,1,5,bfb54cb2597d,layoff,My position was eliminated as part of the restructuring. I understand the business reasons but it was still difficult after 2 years.,kaggle,Laboratory Technician
0,2.57,4,0,5,0,2.0,0,3,5,0,8,1,0,2,2,1,5,015b71b94ac9,,,kaggle,Research Scientist
0,3.8,5,6,6,2,2.0,0,1,5,0,8,1,0,3,2,1,5,984098d7b26a,,,kaggle,Manufacturing Director
1,3.21,4,0,5,0,3.0,1,4,5,1,8,1,0,3,0,0,5,669a59f9129b,work_life_balance,"After 3 years of intense hours, I'm burned out. The company culture prioritizes presence over productivity.",kaggle,Manufacturing Director
0,1.93,1,1,11,3,4.0,0,2,5,1,8,1,0,5,0,1,5,77f309e8ddd2,,,kaggle,Laboratory Technician
1,3.04,5,0,8,2,0.0,1,3,5,1,8,1,0,2,0,1,5,6c11ea6100ec,career_growth,"Despite strong performance reviews, there's been no discussion about advancement. I need a role where I can develop new skills and take on more responsibility.",kaggle,Research Scientist
0,2.54,4,1,6,0,4.0,1,2,5,1,8,1,0,2,2,0,5,bea9242cf06a,,,kaggle,Research Scientist
1,3.77,1,1,10,1,1.0,1,3,5,1,8,1,0,5,0,0,5,0b7294a7a8f4,management,There were ongoing communication issues with leadership in my department. Decisions were made without consulting the team and morale suffered.,kaggle,Laboratory Technician
1,4.45,2,1,2,0,1.0,1,3,5,0,8,3,0,5,0,1,5,a1656c29ef34,work_life_balance,I need better work-life balance. The constant pressure and lack of remote work options made it difficult to manage personal responsibilities.,kaggle,Research Scientist
0,4.36,4,0,12,1,3.0,0,4,5,1,8,3,0,2,1,1,5,675edf8d71c0,,,kaggle,Research Scientist
0,3.7,1,3,6,2,0.0,0,3,6,1,8,0,0,5,0,1,5,c70d0f88fd61,,,kaggle,Sales Representative
0,3.75,5,1,5,3,4.0,0,2,5,1,8,0,0,2,2,1,5,5949fc4a6967,,,kaggle,Research Scientist
