Termd,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,Absences,DaysLateLast30,Department,PerformanceScore,RecruitmentSource,source_dataset
0,4.375,2.5,7,4,0,Research & Development,Fully Meets,Unknown,ibm
0,3.75,3.75,1,20,0,Research & Development,Exceeds,Unknown,ibm
1,2.5,5.0,9,6,0,Research & Development,Fully Meets,Unknown,ibm
0,2.5,3.75,5,0,0,Research & Development,Fully Meets,Unknown,ibm
1,4.375,3.75,8,0,0,Research & Development,Fully Meets,Unknown,ibm
0,1.875,2.5,0,24,0,Research & Development,Exceeds,Unknown,ibm
0,3.75,3.75,1,20,0,Sales,Exceeds,Unknown,ibm
0,3.125,5.0,1,26,0,Sales,Exceeds,Unknown,ibm
0,3.125,2.5,2,0,0,Sales,Fully Meets,Unknown,ibm
0,4.375,1.25,1,6,0,Research & Development,Fully Meets,Unknown,ibm
0,3.75,5.0,1,10,0,Human Resources,Fully Meets,Unknown,ibm
0,2.5,5.0,1,0,0,Sales,Fully Meets,Unknown,ibm
1,3.125,3.75,7,2,0,Sales,Fully Meets,Unknown,ibm
0,2.5,5.0,4,4,0,Sales,Fully Meets,Unknown,ibm
0,4.375,3.75,8,8,0,Sales,Fully Meets,Unknown,ibm
0,3.125,3.75,2,6,0,Research & Development,Fully Meets,Unknown,ibm
0,3.75,3.75,1,6,0,Research & Development,Fully Meets,Unknown,ibm
0,3.75,3.75,2,6,0,Research & Development,Fully Meets,Unknown,ibm
0,2.5,5.0,1,2,0,Research & Development,Fully Meets,Unknown,ibm
0,3.75,2.5,4,4,0,Research & Development,Fully Meets,Unknown,ibm
0,3.75,1.25,1,6,0,Research & Development,Fully Meets,Unknown,ibm
1,3.75,1.25,4,4,0,Sales,Fully Meets,Unknown,ibm
0,2.5,5.0,0,0,0,Sales,Fully Meets,Unknown,ibm
0,3.125,1.25,0,16,0,Research & Development,Fully Meets,Unknown,ibm
0,3.75,3.75,0,14,0,Sales,Fully Meets,Unknown,ibm
0,4.375,5.0,4,12,0,Research & Development,Fully Meets,Unknown,ibm
0,3.75,1.25,4,8,0,Research & Development,Fully Meets,Unknown,ibm
0,3.75,2.5,1,18,0,Research & Development,Exceeds,Unknown,ibm
0,3.75,2.5,2,6,0,Sales,Fully Meets,Unknown,ibm
0,3.75,3.75,2,2,0,Research & Development,Fully Meets,Unknown,ibm
1,3.75,3.75,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,2,0,Sales,Fully Meets,Unknown,kaggle_hr
1,3.125,2.5,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,3.75,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,5.0,1,2,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,1,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,4.375,3.75,1,16,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,2.5,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,2.5,1.25,0,20,0,Sales,Exceeds,Unknown,kaggle_hr
1,2.5,5.0,1,22,0,Research & Development,Exceeds,Unknown,kaggle_hr
1,1.875,5.0,1,2,0,Human Resources,Fully Meets,Unknown,kaggle_hr
1,3.75,2.5,1,4,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,1,28,0,Research & Development,Exceeds,Unknown,kaggle_hr
1,1.875,2.5,1,28,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,5.0,1,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,4.375,3.75,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,3.75,1,4,0,Sales,Fully Meets,Unknown,kaggle_hr
1,2.5,1.25,1,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,1.25,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,4.375,5.0,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,1.875,3.75,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,1,12,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,16,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,1.25,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,1.875,2.5,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,1,26,0,Sales,Exceeds,Unknown,kaggle_hr
1,4.375,2.5,1,8,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
1,4.375,5.0,1,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,1.25,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,1.875,3.75,1,18,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,1,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,2.5,1,4,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,5.0,5.0,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,0,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,26,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,5.0,2.5,1,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,2.5,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,3.75,5,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,0,18,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,6,22,0,Research & Development,Exceeds,Unknown,kaggle_hr
1,3.125,3.75,0,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,1.25,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,5.0,0,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,1.25,1,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,4.375,2.5,1,24,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,4.375,3.75,0,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,3,4,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,2,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,1,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,4.375,1.25,1,20,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,4.375,3.75,1,22,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,2.5,3.75,0,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,5.0,3.75,2,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,3.75,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,5.0,1,20,0,Sales,Exceeds,Unknown,kaggle_hr
0,3.75,2.5,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,4.375,1.25,1,16,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,0,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,5.0,2,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,0,20,0,Sales,Exceeds,Unknown,kaggle_hr
0,3.125,3.75,0,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,1,2,0,Sales,Fully Meets,Unknown,kaggle_hr
1,2.5,2.5,1,10,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,0,4,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,1,20,0,Research & Development,Exceeds,Unknown,kaggle_hr
1,2.5,3.75,1,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,2.5,3.75,9,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,2.5,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,5.0,0,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,8,22,0,Research & Development,Exceeds,Unknown,kaggle_hr
1,4.375,2.5,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,1,2,0,Sales,Fully Meets,Unknown,kaggle_hr
1,3.125,1.25,2,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,1,4,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,0,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,1,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,3.75,1,0,0,Human Resources,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,0,6,0,Human Resources,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,3.75,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,3.75,2,14,0,Sales,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,0,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
1,2.5,1.25,5,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,5.0,2.5,0,22,0,Sales,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,1,24,0,Sales,Exceeds,Unknown,kaggle_hr
0,3.125,1.25,7,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,1,14,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,1,2,0,Sales,Fully Meets,Unknown,kaggle_hr
1,3.125,2.5,1,14,0,Sales,Fully Meets,Unknown,kaggle_hr
1,4.375,5.0,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,0,6,0,Sales,Fully Meets,Unknown,kaggle_hr
1,2.5,5.0,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,1,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,3,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,2,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,4,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,1.875,1.25,3,2,0,Sales,Fully Meets,Unknown,kaggle_hr
0,5.0,3.75,1,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,4,6,0,Human Resources,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,6,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,0,22,0,Sales,Exceeds,Unknown,kaggle_hr
1,1.25,3.75,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,7,16,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,2.5,1,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,24,0,Human Resources,Exceeds,Unknown,kaggle_hr
0,3.75,2.5,1,18,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,2.5,1.25,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,2.5,2.5,2,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,5.0,1,2,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,12,0,Sales,Fully Meets,Unknown,kaggle_hr
1,3.75,1.25,0,22,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,2.5,5.0,1,22,0,Research & Development,Exceeds,Unknown,kaggle_hr
1,3.125,3.75,0,0,0,Human Resources,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,5,2,0,Sales,Fully Meets,Unknown,kaggle_hr
1,2.5,5.0,1,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,2.5,1,18,0,Sales,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.25,5.0,3,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,1.25,6,12,0,Sales,Fully Meets,Unknown,kaggle_hr
1,3.125,3.75,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,1,2,0,Sales,Fully Meets,Unknown,kaggle_hr
0,5.0,5.0,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,1.875,1.25,8,14,0,Sales,Fully Meets,Unknown,kaggle_hr
1,2.5,1.25,6,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,3.75,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,1.25,1,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,2.5,3.75,1,18,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.125,5.0,1,22,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,1,18,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,1.875,5.0,0,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,1.25,0,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,1,20,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,4.375,5.0,1,18,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.125,3.75,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,4.375,2.5,0,0,0,Human Resources,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,4,0,Sales,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,0,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,0,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,0,14,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,0,14,0,Sales,Fully Meets,Unknown,kaggle_hr
0,2.5,2.5,9,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,1.25,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,1,8,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,6,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,0,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,1,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,5,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,0,4,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,2.5,1,14,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,3.75,0,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,1.25,0,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,1.875,5.0,0,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,5.0,5.0,1,18,0,Sales,Exceeds,Unknown,kaggle_hr
0,3.75,1.25,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,1.25,1,20,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,1.25,8,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,0,16,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,1,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,1,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,9,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,0,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.25,3.75,1,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,1.25,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,8,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,3,18,0,Sales,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
1,4.375,3.75,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,0,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,7,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,2,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,0,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,1,20,0,Sales,Exceeds,Unknown,kaggle_hr
0,3.75,1.25,0,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,0,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,2.5,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,1.875,2.5,1,2,0,Human Resources,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,1,18,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,2.5,1,18,0,Research & Development,Exceeds,Unknown,kaggle_hr
1,3.125,3.75,5,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,3.75,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,1,8,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,2.5,3.75,2,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,1,24,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,4.375,5.0,1,20,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,1.25,0,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,1.25,5.0,5,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,1,10,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,1.25,2.5,7,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,3.75,6,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,2.5,1,18,0,Sales,Exceeds,Unknown,kaggle_hr
0,2.5,5.0,1,4,0,Human Resources,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,5,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,1,22,0,Sales,Exceeds,Unknown,kaggle_hr
1,2.5,1.25,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,3,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,1,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,1.875,2.5,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,0,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,2.5,0,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,5.0,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,0,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,1.25,2,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,0,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,1.25,0,14,0,Sales,Fully Meets,Unknown,kaggle_hr
1,2.5,3.75,3,8,0,Sales,Fully Meets,Unknown,kaggle_hr
1,3.125,1.25,7,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,3.75,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,0,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,2.5,2.5,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,2.5,1,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,1.25,0,20,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,1,28,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,1,8,0,Human Resources,Fully Meets,Unknown,kaggle_hr
0,3.125,2.5,1,16,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,1,2,0,Sales,Fully Meets,Unknown,kaggle_hr
1,4.375,3.75,3,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,5.0,5,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,0,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,1.25,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,0,24,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,4.375,3.75,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,5.0,1,22,0,Sales,Exceeds,Unknown,kaggle_hr
1,3.75,3.75,0,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
1,3.125,5.0,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,16,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,2,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,1.875,2.5,2,16,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,1,14,0,Sales,Fully Meets,Unknown,kaggle_hr
1,1.875,1.25,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,0,12,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,2.5,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,9,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,3.75,1,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,2.5,5,10,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,5.0,4,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,1.875,5.0,1,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,3.75,1,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,4,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,2.5,1.25,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,1,26,0,Research & Development,Exceeds,Unknown,kaggle_hr
1,2.5,3.75,6,16,0,Sales,Fully Meets,Unknown,kaggle_hr
0,1.875,5.0,6,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,8,0,Sales,Fully Meets,Unknown,kaggle_hr
1,3.75,1.25,6,18,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,3.75,5.0,4,22,0,Research & Development,Exceeds,Unknown,kaggle_hr
0,4.375,2.5,0,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.75,1.25,1,4,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,5.0,1,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,1.875,5.0,0,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,5.0,1,8,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,1,0,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.75,5.0,3,6,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,3.125,3.75,3,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,1.25,1,4,0,Human Resources,Fully Meets,Unknown,kaggle_hr
1,3.75,5.0,0,2,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,2.5,2.5,5,0,0,Sales,Fully Meets,Unknown,kaggle_hr
0,3.125,3.75,1,6,0,Sales,Fully Meets,Unknown,kaggle_hr
0,4.375,2.5,0,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
1,1.875,1.25,6,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,2.5,1.25,3,4,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,4.375,3.75,6,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
0,3.125,1.25,1,14,0,Research & Development,Fully Meets,Unknown,kaggle_hr
